timestamp, name, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
2026/04/28 14:34:19.768, NVIDIA A40, 22.49 W, 29, 0 %, 0 MiB
2026/04/28 14:34:19.768, NVIDIA A40, 21.41 W, 27, 0 %, 0 MiB
2026/04/28 14:34:24.769, NVIDIA A40, 22.29 W, 28, 0 %, 0 MiB
2026/04/28 14:34:24.769, NVIDIA A40, 21.26 W, 27, 0 %, 0 MiB
2026/04/28 14:34:29.769, NVIDIA A40, 22.24 W, 29, 0 %, 0 MiB
2026/04/28 14:34:29.769, NVIDIA A40, 21.26 W, 27, 0 %, 0 MiB
2026/04/28 14:34:34.770, NVIDIA A40, 22.43 W, 28, 0 %, 0 MiB
2026/04/28 14:34:34.770, NVIDIA A40, 21.21 W, 27, 0 %, 0 MiB
2026/04/28 14:34:39.770, NVIDIA A40, 22.24 W, 28, 0 %, 0 MiB
2026/04/28 14:34:39.770, NVIDIA A40, 21.16 W, 27, 0 %, 0 MiB
2026/04/28 14:34:44.771, NVIDIA A40, 73.17 W, 31, 0 %, 43965 MiB
2026/04/28 14:34:44.771, NVIDIA A40, 70.97 W, 29, 0 %, 43965 MiB
2026/04/28 14:34:49.771, NVIDIA A40, 73.94 W, 32, 0 %, 43967 MiB
2026/04/28 14:34:49.771, NVIDIA A40, 71.11 W, 30, 0 %, 43965 MiB
2026/04/28 14:34:54.771, NVIDIA A40, 73.54 W, 32, 0 %, 43967 MiB
2026/04/28 14:34:54.771, NVIDIA A40, 71.33 W, 30, 0 %, 43965 MiB
2026/04/28 14:34:59.772, NVIDIA A40, 201.90 W, 41, 92 %, 44567 MiB
2026/04/28 14:34:59.772, NVIDIA A40, 186.62 W, 37, 91 %, 44567 MiB
2026/04/28 14:35:04.772, NVIDIA A40, 220.92 W, 44, 91 %, 44567 MiB
2026/04/28 14:35:04.772, NVIDIA A40, 222.34 W, 41, 93 %, 44567 MiB
2026/04/28 14:35:09.773, NVIDIA A40, 206.59 W, 44, 52 %, 44567 MiB
2026/04/28 14:35:09.773, NVIDIA A40, 205.81 W, 41, 74 %, 44567 MiB
2026/04/28 14:35:14.773, NVIDIA A40, 225.07 W, 47, 93 %, 44567 MiB
2026/04/28 14:35:14.773, NVIDIA A40, 226.37 W, 44, 94 %, 44567 MiB
