epoch,epoch_time_s,train_loss,test_acc,mem_alloc_mb,num_gpus,batch_size,precision
1,4.9101,2.1148,40.92,189.38,1,128,BF16
2,4.5278,1.4992,48.01,189.38,1,128,BF16
3,4.5393,1.3055,54.91,189.38,1,128,BF16
4,4.5253,1.1691,60.14,189.38,1,128,BF16
5,4.5269,1.0443,64.0,189.38,1,128,BF16
6,4.5485,0.944,65.34,189.38,1,128,BF16
7,4.5383,0.8445,70.56,189.38,1,128,BF16
8,4.5387,0.7532,73.94,189.38,1,128,BF16
9,4.4945,0.675,76.27,189.38,1,128,BF16
10,4.5687,0.6203,77.78,189.38,1,128,BF16
